Gene_Symbol,SRR1758112,SRR1758113,SRR1758114,SRR1758115,SRR1758116,SRR1758117,SRR1758118,SRR1758119,SRR1758120,SRR1758121,SRR1758122,SRR1758123
P5F11,0,0,17,0,0,0,13,0,0,0,9,0.99
P66B,432,865,748,420,664.53,770.01,703,334.97,983.93,793,431.9,388
PA24E,0,0,1,1,0,1,2,6,3,0,2,4
PA24F,0,0,0,6,0,0,0,1,0,0,0,0
PA2G3,328,551,6,1,440,131,13,1,216,250,14,4
PABP1,3361,6385.22,34094.48,70965.42,4142.19,6698.21,32354.93,66273.4,6743.81,5645.42,19530.47,56701.5
PABP2,652,1133.18,1235,773.1,896.63,979.99,1052,506,946,1065.76,553,544
PABP4,0,1,2,0,0,0,0,1,0,0,1,4
PACA,391.43,565,7,501,310,590,2,420,675.51,534,0,200
PACN2,2176.13,3172.87,1261.79,1505.51,2221.16,3220.82,1279.21,965.81,3741.51,2964.6,765.74,1138.08
PACR,789.97,2634.3,25,3,1366.04,3122.9,45,1,3708.17,1817.02,12,3
PACRG,251,410.08,6,9532.77,259,590,17,7431.72,428.42,316.24,8,6375.88
PACS1,85,143.35,69,210,107,134,47,195,123,141,29,230.11
PADC1,153,335,686,778,231,323,521,897,385,289,260,693
PAFA,55,52,20,44,26,41,10,33,38,57,7,29
PAIRB,2400.04,4739.2,6645.98,7910.69,3490.78,4629.52,6061.34,7427.1,5518.75,4440.88,3351.01,6735.96
PAPD5,223.98,371.07,480,2287.06,279,352,574.31,1688.01,422,373.11,338,1680.98
PAPP2,5,4,2,2,5,8,3,1,11,18,7,4
PAPS1,2108.97,3792.13,2728.8,609,1708.94,2432.7,2345.47,682.25,2873.58,2127.16,1307.26,697.11
PAR10,18,20,58.01,16,29,17,56,4,10,9,13,11
PAR11,0,4,15.02,7,3,2,17,4,1,0,5,3
PAR12,0,1,2,0,0,0,1,0,0,0,2,1
PAR2,9,37,300.25,33,1,4,250.72,18,4,9,42,55
PARK7,2267.33,3774.79,3477.86,1176,2227.97,3006,2781.13,821,2987.6,2841,1294.94,855
PARN,391.93,718,1474.24,561.89,519,794.42,1447,436.21,941,702.22,729.97,488.16
PARP6,436,1386.35,1289,2892.24,659.21,1538.09,1223.98,2146.87,911,1280.41,343,2407
PATL1,342,555.99,1557.79,377,482.94,540,1474,376.7,587.27,568.72,704.01,338
PATL2,7,18,1677.35,271.01,4,13,1813,292,4,16,1161.01,253
PATZ1,1,2,0,0,2,1,1,3,2,0,2,2
PAX3,28,112,99,195,55,10,126,173,5,66,33,123
PAX5,0,2,0,0,0,0,0,0,0,0,0,0
PAX6,270.01,77.63,4,8,480,157,5,3,139,382,4,1
PAX9,1,0,3,0,0,0,5,0,0,0,1,0
PAXI1,53,40,70,121,54,43,83,84,49,53,51,89
PCBP2,1655.36,3036.68,7657.68,6335.42,2264,2939.08,7286.42,5393.57,3154.27,2706.75,3926.02,5071.01
PCD10,23,54.55,15,13,53.99,28,14,4,65,79.97,10,4
PCD17,427,1116.32,31,35.99,550.82,1173.08,30,34,1276.01,1037.22,17,28
PCDA2,46,112.97,4,3,80.7,75,6,1,91,90,0,2
PCDB1,13,7,4,1,18,6.92,8,0,26,14,1,0
PCDB4,7,0,6,0,0,0,0,0,18,11,2,0
PCDBD,1,4,3,0,2,38,0,0,0,0,0,0
PCDC2,0,7,0,1,3,3,0,0,0,0,0,0
PCDG8,1,16,2,1,1,9,1,0,0,0,0,0
PCDGB,0,13,0,1,0,6,0,2,2,2,0,0
PCDGI,5,14,1,0,2,5,0,0,7,5,2,0
PCDH7,73,128,15,6,131,143,7,1,120,143,7,0
PCNA,536.36,954,4372.45,811,472,723,3688.73,568.01,717,692,2081,599.82
PCSK5,0,1,1,4,0,0,3,2,0,0,0,2
PCSK9,0,1,0,0,0,0,0,0,3,1,0,0
PCTL,155,296,88,8,207,291,71,3,251,204,55,5
PD1L1,18,42,163,16,27,14,100,4,21,26,53,10
PD2R,2,1,14,1,2,0,12,1,1,2,8,1
PDCL2,2,3,3,5012,2,0,5,3857,4,2,3,2497.57
PDCL3,296,489,1760.91,762,373,593,2124,720,400,362,863,315
PDE1C,0,0,81,8,0,0,41,3,0,1,0,0
PDE3A,64,52,138,14,138,104,185,10,122.87,110.94,102,8
PDE4A,410,1754.77,133.9,57,623.87,1461.74,91.9,36.94,1711.93,1491.39,114,46
PDE4D,0,2,0,7,0,1,0,2,0,1,0,3
PDE6D,572,1242,1913.98,1803.89,701.99,1144.96,1613.96,1301.01,1194,962.01,786,1214.6
PDGFC,238,468,809.01,45,345,489.99,832,27,446,463.01,620,29
PDIA2,0,0,1,0,0,0,1,0,0,0,2,0
PDIA3,2328,4900.97,12427.72,5868.43,3111,5304.31,11592,5237.48,5250.67,4178.99,5649.07,5290.86
PDILT,0,0,8,4,0,0,4,3,0,0,3,3
PDK2,1316,2347.02,586.78,302,1414.02,1721,507,324,1130.4,1271.08,356,255
PDLI5,11,13,39,5,8,6,49,2,7,8,16,4
PDPK1,680,1165.24,1959,8995.85,866.96,1244,2028,7803.63,1492,1073.96,1050,6439.83
PDRG1,285.16,588.14,603.24,183.91,215.1,296,372,217,408,393.32,177,182.99
PDYN,17.03,77.51,3,45,20,190.37,4,28.02,150,197,1,31
PDZ1I,0,5,116,6,0,1,334,2,2,1,208,2
PDZD4,71,97,61,33,79,136,42,40,199,173,27,29
PE2R4,14,38,124.99,9,26,37,109,24,65,33,67,10
PEBB,61,106,864.29,495.15,68,62,957.95,432,78,89,357,375.11
PEBP4,6,32,4,90,11,23,3,78,90,8,1,41
PELI1,192,464.15,405,322.99,290,638,358,252,1328,480.01,205,275
PELO,228,818,748,684,318,784.17,761.41,599.23,504,638.52,385,553.63
PELP1,26,43,24,15,17,31,28,14,26,33,9,16
PEN2,106.44,212.42,113.74,49,118.77,184.88,99,32,248.74,192,40,33
PENK,711.54,1394.84,1145.09,951.63,224,1794.75,743.99,882.74,1027.1,1071.02,761.99,496.95
PEO1,122.02,199,882,230,158,247,811,331.95,185.01,202,378,259
PEPB,25,21,20,23,20,21,15,20,14,12,12,18
PEPC,0,0,1,22,3,0,0,8,0,0,0,14
PERI,576,793.04,65,26,527.04,718,103,11,776.82,679.52,34,20
PERP1,0,1,140,3,0,0,43,1,1,2,25,0
PERQ1,7,15,21,8,15,21,10,9,7,15,10,6
PERT,0,0,0,1,0,0,5,1,0,0,14,0
PEX12,0,2,3,1,2,0,7,1,1,2,1,0
PEX19,361.99,736,539,446,392.05,567,514.12,448,626,542,201.38,373.99
PF23A,72,151,274.28,79,105.92,155,288,90,164,145,139,111
PFD1,931.01,1514.04,2196,3209.05,979,1434.97,1789.98,2997.55,1544.91,1287,998.94,2006.95
PFD4,449,847.01,1155.9,2489.24,380.81,686.19,978.08,1564.58,873.99,682.62,648,1724.66
PG12B,4,4,0,19,0,2,1,5,4,3,0,8
PGAP3,123,224,498.38,257,128,252,361,218,276.49,196.04,175,188
PGCA,2,18,23,6,4,13,35,2,8,4,8,2
PGH2,37,222,2269.24,41,88.58,404,5872.82,26,647.7,334.01,383,27
PGRC2,644,1020,2016.93,1132.08,678.01,1025,2075.99,1041,1199.19,902.02,1054,892
PGS2,409,636,9356.52,348,332.3,600,6509.01,141,527,669,5669.33,343
PH4H,0,0,0,1,0,0,1,0,0,0,0,2
PHC2,30,48,57,177.11,49,53,50,234,60,58,33,245
PHF2,321,602.27,786.76,779,473,593,611,75.32,587,570,470.17,46
PHF20,3428.32,5160.35,9182.53,2590.87,4406.91,5484.89,9397.94,1914.98,6444.95,5261.95,4624.49,1873.77
PHF23,14,47,65,12,37,54,116,22.03,56,35,64,23
PHF7,0,0,0,3,0,0,0,2,0,0,0,6
PHF8,14,27,42.96,50,28,27,40,49,30,26,14,31.02
PHKG1,679,1237,1045.11,256,757.98,999.49,942.17,281,1008,960.99,562,278
PHLA3,2,2,1,0,0,0,2,0,0,0,1,0
PHOS,4,12,6,24,5,4,1,26,0,5,0,8
PHS2,40,84,150,29,54,98,76,24,62.79,63,63,33
PHX2A,0,0,1,3,0,0,1,1,0,0,0,4
PHX2B,41,15,3,2,2,4,5,3,0,5,2,1
PHYIP,926,2830,3,42,1215.53,2997,5,39.97,5204,2403,8,41.02
PI42B,718.13,1460.63,544.95,763.11,890,1521.62,585,960.94,2109.52,1237.04,321.04,724.39
PI42C,45,93,181,253,46,72,154,226,63,63,78,183
PIAS4,137.49,203,1194,1114,161,216,1037.78,1002,245,185,539,778
PICA,1728.04,3057.04,14041.98,3768.18,1935.3,2855.93,12897.34,2984.9,2714.31,2534.51,7742.65,2374
PIGR,0,0,12,0,0,1,6,0,0,0,0,0
PIM1,27,33,148,18,16,20,143,18,24,32,58,16
PININ,1372.08,2300.27,3343.04,1720,1568.86,2422,3784.6,1472.18,2439.39,2357.94,1762.54,1389.06
PINLY,0,6,329,80,0,3.62,128,27,3,3,128,70
PIPNA,1784.77,3470.56,2413.04,1404.93,2641.21,3588.96,2460.85,1242.46,3938.03,3157.95,1362.14,1147.17
PIRT,0,0,1,2,0,0,2,3,0,0,1,3
PIT1,3,1,4,3,0,9,14,3,10,6,2,7
PJA2,492.05,1406.91,2681.15,2946.63,650.01,1264.99,2367.8,2852.57,1174.97,1126.01,1271.78,2317.22
PK1L2,1,0,0,0,0,0,0,0,2,1,0,0
PK3C3,525.97,1577.86,917,2091.21,588,1506,938.04,1623.18,936.24,1509,467.06,2264
PKD2,246,332,2521.05,140,282,449,2399,98,402,327.22,1681.97,117
PKDRE,0,0,0,10,0,0,0,6,0,0,1,4
PKHA5,0,2,1,88,1,0,1,62,5,2,1,70
PKHA8,805.05,871,1621.96,3063.43,964.53,888.02,1543.65,2065.92,842.39,1033,770.78,2355.76
PKHD1,0,0,0,0,0,0,0,0,0,0,1,2
PKHF1,46,74,1558,31,37,51,1862,22,91,68,736,27
PKHG3,8,16,32,6,11,17,23,8,3,12,16,6
PKHJ1,0,1,0,5,0,0,0,6,0,0,0,3
PKHM1,212.99,385,1082,173,270,388,942,192,372,351.3,525,192
PKHS1,3,9,18,12,1,4,12,4,46,7,6,11
PKP2,201,229,3039.84,125,232,124,2468.05,386.07,117,320.12,1632,89
PKRI1,380,543,2006.08,427,229,326,1142,303.06,358.97,430,797.64,329
PLAC8,1,0,24,26,0,1,13,13,0,0,3,28
PLAP,440,1480,3694.26,2179.05,541.98,1362,3525.08,1656.97,861,1271.3,1918,1694
PLCA,0,0,2,0,0,0,3,1,0,0,1,0
PLCG1,3,5,5,2,2,0,1,1,2,2,3,0
PLCH2,1,1,0,0,3,0,0,0,1,10,0,0
PLCX3,288,213,41,100,391,301,54,60,187.2,505.08,44,40
PLD3,122,249,266,140,171,192,177,102,151,187,92,127
PLEC,2,1,1,2,2,1,2,1,1,3,2,2
PLIB,10,12,13,4,1,1,0,4,6,7,5,10
PLIN3,0,0,0,1,0,1,4,2,1,1,1,1
PLK1,0,1,0,9,0,0,0,0,0,0,0,0
PLK3,149,255,5072.28,212,190,337,4213.97,173,399,293,2413.76,132
PLLP,506,1184,5,4,617,1240,7,7,313,900,3,5
PLM,55,161,1,2,71.07,118.01,1,0,138,86,1,0
PLMN,0,0,0,0,0,0,0,0,0,1,1,0
PLMP,4,14,12,2,6,15,2,3,4,12,10,5
PLOD3,21,32,57,28,23,33,42,6,31,34,26,14
PLP2,8,12,156.23,14,12,12,105,8,14,15,78,9
PLPL1,0,6,4,1,6,8,3,3,1,7,5,1
PLPP,0,4,1,0,1,2,0,0,2,1,0,0
PLSL,0,0,22,1,0,0,5,0,1,0,11,0
PLVAP,67.83,50,494,45,29,24,538,22,11,18,316,14
PLXA2,475.32,453,178,75,778.96,747,212,63,1050.96,941,107,97
PM34,170,418,971,572,251,400,713,449,425,339,468,392
PMEPA,360,680.95,717.82,76,386,835.77,1093,85,1263.89,703.98,373.74,65
PMP22,158,54,461,73,48,62,375,47,48,74,199.03,63
PMYT1,0,1,24,5,2,1,32,4,0,0,14,1
PNKP,19,48,53,23,37,54,57,38,48,31,33,31
PNO1,596.98,902,1623,1999.76,648,916,1550.99,1681,886.04,851.13,922,1557.06
PNOC,231,369,0,2,136,643.79,3,2,311,450,1,2
PO22,0,1,1,206,0,0,0,192,0,1,0,256
PO2F1,133,262,354.52,798,220.09,238.59,461.11,704,207.44,238.21,239,603.31
PO2F2,27,67,8,154,37,29,4,114,46,65,6,211
PO2F3,0,1,105,0,1,2,93,1,0,0,66,0
PO3F2,8,33,1,1,17,19,1,0,16,13,0,0
PO3F4,48,129,12,23,64,58,9,15,41,51,7,15
PO4F1,17,122,2,77,38,4,3,83,5,41,5,43
PO6F1,40,98,32,7,128,106,40,9,93,92.17,25,8
PO6F2,30,5,2,5,59,3,5,1,4,40,6,2
POC1A,606,1009,2172.28,1578.61,715.98,996.79,2311.08,1492.07,1009.38,907.5,1159.87,1594.05
POC1B,49,115,812.36,415,66,61,864.08,323.08,71,71,398,387
POK20,0,0,0,21,0,0,0,8,0,0,0,10
POK3,0,1,0,2,1,2,0,2,0,1,0,2
POL,0,0,0,0,0,0,0,0,0,0,0,0
POL1,0,0,2,0,1,0,4,0,0,0,0,0
POL2,0,0,0,0,0,1,0,1,0,0,0,0
POL5,0,2,1,3,0,1,0,6,0,1,0,5
POMP,987.01,1764.98,2387.99,1491.95,1170.01,1826.07,2062.05,1074,1806.75,1525.91,993.81,898
PP12C,72,126,150,67,116,155,162,63,149,140,59,73
PP14B,116,288,447,240,173,240,361,158,260,195,166,219.99
PP14C,261,732,68,17,339,921,80,13,1502.45,595,56,9
PP1A,1210.28,2113.34,4428.06,14524.86,1463.73,2245.82,3579.13,13675.66,2408.3,2116.17,2023.84,11901.45
PP1R7,914.92,2405,1790.18,8638.39,1363.82,2238.7,1776.83,7103.8,2456.26,1750,967,5876.06
PP1RB,212,515.72,404,263.39,324,379,295,339.61,484,432.01,170,326.05
PP2BC,443,938,953.01,1167,679,961,813.96,1165,1185.39,887,479,930
PP6R2,642,1000,1394.02,1639.35,847,1191.94,1150,1677.43,1340,1083,810,1198.02
PPAP,0,0,2,16,0,0,0,8,4,0,0,15
PPBI,6,9,3,8,10,7,4,4,6,9,2,7
PPBI1,0,0,0,1,1,0,0,1,0,0,0,2
PPBT,401,570,374,141,369,255,583,232.98,237,278,391.99,149
PPCS,116,210,593.24,244,114,179,505,191,193,153,294,148
PPDPF,154.01,374.15,1368.87,58,484,495.21,1766,50,372.93,274.9,834.34,61.68
PPE2,17,23,20,28,16,17,15,19,11,20,14,49
PPIA,6902.2,14187.05,13641.71,3051,10058.66,15181.01,13354.51,2960.01,15677.07,11402.41,6920.62,2754
PPIH,514,1009,1306.61,999.81,905,1024.04,1544.99,926.83,1044,1089.07,752,899.04
PPIL1,150,292,537,1374,163,264,420.01,1366,260,208,290,1055
PPIL6,21,45,2,2038.03,26,48,7,1272,44,20,4,1128.99
PPM1E,0,2.12,0,0,3.56,0,2.14,0,0,7.06,0,0
PPR17,3218.05,96,17,90,4998.85,410.86,22,89,46.1,3025.25,17,84
PPR18,67.07,124,109,7,62,48.26,74,5,55,40,41,4
PPR1B,140,1248.97,52.08,16,216.48,2885.68,40,44.14,3499.35,453.6,23,17.78
PPR27,1,0,6,3,5,12,6,1,1,1,6,5
PPR37,23,36.53,52.97,14,28,30,32,32,40,28,12.01,19
PPR3A,4,1,14,6.89,5,0,12,5,0,1,6,4
PPR3B,80,59,6491.05,26,69,29,5636.43,16,18,77,3109.96,17
PPT2,271,446,240,314.98,315,382,209,249,361,381,124,216
PQBP1,38,88,104,125,42,68.01,78,141,78,64,49.01,95
PR15A,64,102,222.01,3,69,75.98,174.36,0,131.2,71.19,92,3
PR15L,3,6,11,8,4,4,11,6,4,5,7,8
PRAX,15,2,8,15,1,11,3,22,16,20,4,29
PRC2A,117,198,207,438,165,228.85,225,404,238,211,134,431
PRD13,0,0,0,6,0,0,0,7,0,0,0,8
PRDM5,1,1,58,1,1,1,29,2,1,1,18,3
PRDM6,1,9,2,0,11,5,0,0,5,9,4,0
PRDM8,667,493,3,3,1055,897,7,7,1490.99,1014,6,3
PRELP,189,385,2171,84,259,313,1963,56,242,356,1315.36,101
PREX2,904,1580.41,793,284,1348.97,2033.11,873,176,2683.69,1510.97,588.91,208
PRG3,0,0,0,0,1,0,0,5,0,0,0,0
PRG4,0,1,1194,12,0,1,952,14,0,2,349,8
PRIO,5485.02,10451.86,2557.25,1183.53,5962.54,9920.54,2748.78,980.43,11927.22,8629.71,1418.61,918.95
PRL,4,4,0,2,3,2,18,2,3,2,11,0
PRLD2,28,128,3,8,48,175,7,5,157,145,1,3
PRLHR,1,10,1,12,2,24,3,6,17,13,0,6
PROD2,0,3,0,6,3,1,0,0,0,0,0,5
PROF1,594.04,1278,3753.86,2303,776,1284,3031,2554.98,1369,1057.98,2013.99,2249
PROF2,4508.68,8780.71,11686.82,4441.19,4866.08,7931.36,9532.24,2901.22,9507.2,7367.36,5960.29,3191.81
PROF3,1,1,0,0,10,6,3,4,0,7,1,2
PROP,20,27,820,106,22,35,500,78,21,26,191.4,63
PROX1,80,65,40.01,73,81,117,96,52,122,111,56,60
PROX2,0,0,3,4,0,0,9,2,0,0,2,1
PRP19,1350,2513.99,3615,4564,1712,2556,3364.54,3785.07,2616,1860,1626.33,3354.8
PRP8,3500,6137.67,8483.01,5400.04,4301,5575.96,7910.55,4146,5886.89,5597,4461.95,4047.48
PRPH2,3,2,11,27,3,3,5,26,2,6,3,23
PRPK,61,91,266,48,71,73,256,40,117,91,110,47
PRPS1,842,1476.64,3060.14,7622.69,999,1684,2896.82,6574.38,1846.97,1359.01,1459,6285.93
PRPS2,0,1,2,0,0,0,2,0,0,0,3,0
PRR12,1,2,0,0,2,2,3,1,3,3,0,2
PRR16,49,179,180,5,85,238,160,2,239.87,166,171,6
PRR7,49,200,39,19,86.97,365.99,30,32.8,468.02,173.66,22,38
PRS23,0,0,4,1,4,0,6,0,1,2,3,1
PRS4,1385,2298,3033.04,4272.99,1276,2180,2290,2964.53,2839.71,2115,1658,3299.88
PRS56,2,1,1,1,2,2,0,2,0,4,0,0
PRVB,1,3,0,8,0,3,0,6,0,0,0,1
PRVT,3,0,29,12,1,1,8,10,2,0,5,8
PSA2,1167,2030,3573.74,3797.22,1316.99,2023.09,3452.87,2995.9,2407.51,1683.43,1629.11,2847.96
PSA5,621.99,1108.86,2384.58,630.62,733,1056.74,2287.95,547,963.12,936,1191.32,508
PSA6,1092,2032.99,3641,1243.03,1325,1661.78,3021.07,1033.89,1901.26,1643.94,1502.32,1167.07
PSB1,808,1382,2326.03,1069.49,911,1485.04,2270.05,1487,1566.29,1216.57,1137,999
PSB2,541.04,1098,1955,586,575,944,1655.02,554,1088,810.03,914,528.59
PSB5,1339,2841,1795.22,2283.01,1585,2250,1859.16,2337.99,2880.81,2387.24,966.97,1921
PSB6,443.84,728,810.99,205,449.81,617.04,605,314.08,719,526,374,240.89
PSCA,22,3,21,4,6,19,20,0,7,6,3,2
PSD4,10,19,15,9.97,18,30,36,25,18,23,14,8
PSD7,1190.63,2029.89,2928,2453.2,1321.5,1737.01,2566.03,1978,1842,1755,1353,2025.02
PSDE,930.77,1684.96,1504,936.19,963,1656,1569,668,1869.61,1341.49,759,620.2
PSIP1,838.02,1637.05,1085.55,3920.46,1195,1657.05,1317.36,3289.85,1301.86,1834.12,610.01,3190.51
PSMD3,1036,1667,3500,1276.52,1267,1765.47,3328,1380.05,1771,1535,1714,1083.35
PSMD4,899,1449,2017,1747,1202,1379,1764,1541,1419.63,1278,905,1291.86
PSMD6,861,1440,1622.08,787,886.01,1195,1500,624,1485,1121,828,609
PSMD8,953,1833,984,1835,1077,1569,649,1904.97,1846.33,1390.4,518,1498.01
PSMF1,646.73,1436,1790,807,786,1325,1602,747,1546.01,943,873,651
PSMG3,149,226,709.32,879,155,270,553,715,308.84,217,287,231.4
PSPC,99,205,45.08,18,70.52,97,26,27,43,62.85,1,20
PT100,121.02,222.1,141,45.96,150,211.69,115.95,43.01,267.85,217,84.99,69
PTEN,4581.99,8283.06,4765.29,13955.73,5806.51,8286.83,4809.26,7977.26,9986.39,7243.97,2899.18,9348.2
PTF1A,3,0,2,23,20,1,6,31,0,8,2,19
PTG3L,2,2,4,4,1,2,2,5,3,1,1,9
PTH1R,1,1,1,1,2,0,2,1,0,0,0,0
PTHR,2,1,138,29,3,3,228,57,3,3,63,25
PTN,2987.85,3565.34,231.02,52,3550.23,2502.33,97,7,3013.03,4157.12,168.2,79.04
PTN4,1170,1889.01,906.56,4934.01,1622.14,2107,1029,3498.91,2609,1768.59,505,3074
PTPRJ,5,13,12,3,9,11,13,1,17,13,12,1
PTPS,205.33,427.02,319.99,63,158,307,193,81,282.08,219,163,67.79
PUA1A,1775.51,2706.03,3581.5,674.7,2247,2585.17,3023,694.02,2625.61,2427,1659.75,483.45
PUF60,668.62,1292.28,1597.75,6687.83,932.02,1243,1606.98,5791.26,1324.12,1179.81,789,4698.14
PUR8,247,386,1235,544.43,316,463,1032,222,454,407,669,443.99
PUR9,254,591.02,3024.01,1894,217,394,3404,1468,380,307,2059,1138.86
PURA2,652,1082,691,2414,738.01,1300,740,1811.96,1514.15,954.51,337,2064.96
PURG,23,42,32,526.18,21,34,43.11,308,49,26,22,396
PUS3,2,2,21,4,3,3,17.04,3,3,5,12.6,2
PVA,8,4,0,2,3,3,2,1,6,8,2,1
PVRL1,547,1713,401.02,1684,629.97,1655.01,488.87,1251,1732.2,1024,272.9,940.13
PVRL4,2,5,7,26,1,1,9,54,9,3,3,31
PWP2A,7,18,15,14,15,25,37,5,22,18,8,14
PYY,10,11,5,2,21,7,9,0,6,4,3,2
PZRN3,8,8,6,1,3,8,2,3,6,11,1,0
QCR10,1085,1727.02,898,1035.17,1081.01,1069.89,903,803.96,1521.89,1467.97,291.98,669.98
QCR2,3175.35,5029.01,2783.8,3087.19,3654.8,4586.26,2643.55,4322.04,4543.99,4038.54,1411.99,3126.07
QCR7,1965,3186,1937,4156.78,1789,2438.09,1610,3675,2846.13,2061.93,894,3387.83
QCR8,1184,2171,1235.93,682,1376.01,1959.08,1037.14,567,2072.04,1571.99,563,580
QRFPR,105,332,903.23,2,125,272,1057,7,192.97,160,485.61,6
QRIC2,0,0,0,3,0,0,0,8,0,0,0,4
R144B,10,23,50,105,8,28,45,89,55,21,51,68
R3HD4,333,678,676.94,135,478,766,563.02,116,892.29,633.18,336,111.01
R4RL2,295,836,392,74,461,1274,268,88,1832,648.75,179,83
RAB12,1195,2286.97,1363,250.93,1536.34,2080.78,1297.53,202.07,2349.94,1950.54,655.37,232
RAB15,416,778.97,266,52,504,858,207,40.24,903,627.68,109,38
RAB17,0,0,29,0,0,0,16,0,0,0,10,0
RAB1A,5839.47,10747.93,24883.56,4264.89,6716.37,10940.79,24395.2,3425.13,11938.55,8908.76,12371.21,3337.68
RAB20,32.25,31,441.75,36,38.87,35,404.65,28,45,46.95,222.05,68
RAB25,1,2,2,1,17,7,3,0,3,12,1,0
RAB2A,3799,7015.55,6225.06,1336.28,4345.89,6789.8,6059.75,1089.18,7503.04,5744.05,2787.53,995.62
RAB38,0,0,1,1,0,2,4,0,0,2,4,2
RAB4A,75,160,77,47,109,175,88,62,205,140,39,46
RAB4B,497.99,759.59,558.91,378.83,602.52,647.8,567.86,366.85,691.31,716.53,287.98,356.61
RAB6A,2547.05,5472.99,1443.04,1686.18,3012.24,5360.06,1249.7,1250.36,7111.03,4808.78,693.07,1595.38
RAB7A,4259.23,8055.14,13361.75,1725.65,4883.47,8291.1,12156.67,1382.19,9203.71,6429.89,7137.52,1305
RAB9A,418,690.52,1038,652,471.81,687,924.74,573.02,793,620,476,582
RABP1,93.9,271,57,29,71,218,206,25,99,114,34,24
RAC1,3519.05,6942.02,7496.78,1855,4405.06,7451.87,6308.99,1330.01,9518.02,6411.47,3766.94,1667
RAD17,347.22,852,1260,4277.41,368,793,1288,3775,589,726,809,3254.15
RAD18,86,153,1176.99,312.02,117.36,151,1131.9,278.08,154,121,564.52,285
RAD50,451.36,708.99,2220.02,2095.84,427.5,723,1684,1660.46,820,629,1218.02,1738
RAG1,0,0,1,13,0,1,0,15,0,0,1,3
RAGP1,808,1539,1959.72,4423.66,804,1454,1347,4466.28,1552.63,1549.67,574.72,4268.72
RAI3,1,7,23,9,11,23,9,9,19,8,2,11
RALA,944.56,1536.18,1854.16,1305.48,976.8,1586.75,1925.11,1011.84,1711.25,1309.31,908.06,948.51
RAM,995.21,2006,1098,734.99,774.41,1102.36,577.96,294,2109.43,1587.56,491.34,595
RAMP3,14,50,96,39,22,46,65,21,118.24,40,30,33
RAN,1776.07,3435.02,4998,14303.41,2123,3385,5104.48,11815.48,3429,2658.98,2360,11380.09
RAP2B,4,28,17,18,4,35,19,17,32,11,9,11
RARA,23,79,87,27,53,67,100,17,59,55,60,31
RARGA,4,16,75,9,4,7,80,6,9,10,22,3
RASEF,10,8,28,21,31,11,32,10,14,10,10,24
RASF1,142,275,504.07,60,213,239,540,52,250,218,227,29
RASF5,0,4,0,10,2,0,0,11,0,0,0,10
RASK,618.15,635,461,242,855.27,712,432.44,124,780,866,246,129
RASM,607.78,1913.09,657.18,898.94,924.02,2935.01,674.89,680.21,4026.56,1512.97,345,588.51
RB11A,0,2,5,0,6,6,6,0,3,7,2,1
RB33A,85.04,203,34,44,126.07,170,78,59,176,144,29,28
RB39B,1,1,5,0,1,1,2,2,4,2,2,1
RBBP7,0,0,0,2,2,0,19,30,0,7,19,29
RBFA,125,226.94,961.39,170,161.61,243,931.13,201,316.94,218.77,590.77,222.96
RBL2A,892.13,1463,894.01,810.05,714,857,587.71,497,940,1163,258.99,609.27
RBM10,26,46,34,67,50,59,34,100,48,47,21,99
RBM14,102.81,185,124,126.99,125.51,153.71,110,92.99,185,180.7,109,93
RBM19,676,1068.99,1895.97,1430.35,850,1198,1883.17,1470,1178,1045,1018.93,1403.05
RBM24,94,228,485.56,15,85,230,558.99,16,208,232.49,242,36
RBM25,351,621.15,628.79,841.92,521,704,757,713,846.77,625,453.52,652.24
RBM27,642.88,1169,1876.05,3019.2,922.82,1120.96,1879.9,2408.95,1280.38,1105.14,1031.02,2472.16
RBM28,86,112,75,81,94.12,109.84,71.27,60,111,84.11,34.01,83
RBM42,115,204,337,274,200,221.26,343,251.12,233,262.93,183.38,191
RBM7,124.14,227,980.31,2587.13,142,217,840,2240.09,210,166,442.01,1873.53
RBM8A,467.98,864.85,863,869.06,630,627.96,691,772,728.05,773,399,818
RBMS2,149,234,577.1,208,175,215,558.25,168,191,224,315,151
RBP17,1,3,0,0,2,0,0,1,2,0.99,0,0
RBP56,836.1,1576.04,1832.79,3480.02,989,1757,1820.87,2796.13,2151.87,1474.38,784,2805.99
RBPMS,42,75,3686.99,52,64,125,2795.05,47,16,84,1610.28,41
RBTN1,307,1227.27,83,113,397,1327,119,38,1696.3,913,59,14
RBTN2,412,636,1548.01,92,287,447,1258.09,56,436,416,752,117
RBX1,322,677,701,1830,388,528,628,1270.04,559,494,309,1203
RBX2,1013.03,1866.97,1179.83,447,1341,1876,1132,411.07,1990.94,1956,666,399
RC3H2,1118,1605,1046,1393,1306.32,1764,1189,1131.27,2342.26,1467,626,932.91
RCAS1,561.24,1078.79,1222.6,249.05,739,1069,1197.24,226.98,1099.77,855.65,683.96,223.97
RD23A,777,1373.65,2052,2833.52,943,1442,1974.94,2914.8,1588.31,1225.04,951.32,2297.35
RDH12,8,2,0,4,6,8,0,0,7,8,0,2
RDH8,5,13,4,33,12,17,8,10,13,12,4,25
RDHE2,0,0,13,10,1,1,2,14,2,0,7,6
RDM1,203.39,317,912.03,302,245,310,619,221,266,286,386,250
RDS2,2,7,4,26.15,0,2,1,15,4,10,2,8
REC8,16,18,19,319,5,13,15.02,634.23,4,2,2,940.15
